0.201,97.4562290329689
0.268,-168.666909735073
0.335,-232.836465704112
0.402,-13.2355506309932
0.469,188.708939232222
0.536,197.738361802577
0.603,79.5181491730621
0.67,-221.324077701611
0.737,-261.235692337436
0.804,-31.490207151277
0.871,191.052126398077
0.938,265.420019942021
1.005,112.526406663222
1.072,-164.885670946698
1.139,-309.491311535218
1.206,-199.321393368724
1.273,120.77588653968
1.34,336.570221944643
1.407,289.475121056297
1.474,-36.0423718557063
1.541,-382.35544481587
1.608,-330.272713500296
1.675,-4.00864415115391
1.742,309.798337678893
1.809,338.110873449921
1.876,50.8662309224885
1.943,-168.622787537337
2.01,-311.676760176905
2.077,-149.332923683547
2.144,110.531812405489
2.211,218.40064486292
2.278,147.497455481356
2.345,47.4853664476419
2.412,-129.74650458568
2.479,-220.824891651449
2.546,-85.9516269402304
2.613,75.6079385088225
2.68,219.009484484745
2.747,24.772341982269
