0.201,-931.555923708986
0.268,-592.081589021257
0.335,-201.182011196592
0.402,212.381919469857
0.469,617.465843977454
0.536,983.451694756944
0.603,1283.11226112274
0.67,1495.14314820516
0.737,1606.10852688662
0.804,1611.606802777
0.871,1516.54185174034
0.938,1334.47661321115
1.005,1086.13924312221
1.072,797.238118151714
1.139,495.811920591194
1.206,209.387651049534
1.273,-37.7620518207299
1.34,-226.982334754217
1.407,-346.980529663879
1.474,-394.776534043241
1.541,-375.766841235527
1.608,-302.901916001206
1.675,-195.068505538522
1.742,-74.8507645050684
1.809,34.0917268308111
1.876,109.751474222469
1.943,134.317805557272
2.01,96.2696684300635
2.077,-8.20563985294165
2.144,-174.619867649127
2.211,-390.483509223237
2.278,-636.471165093065
2.345,-888.335727079496
2.412,-1119.37630696963
2.479,-1303.20661088542
2.546,-1416.53829723848
2.613,-1441.69108723527
2.68,-1368.56834004196
2.747,-1195.89071734468
