0.201,2655.2385
0.268,2766.458
0.335,2975.2061
0.402,3218.1865
0.469,3534.1538
0.536,3774.7363
0.603,3979.1394
0.67,4044.8293
0.737,4065.0952
0.804,4107.6758
0.871,4183.2627
0.938,4215.1895
1.005,4174.1616
1.072,4125.8296
1.139,4080.3608
1.206,4039.5486
1.273,3937.9666
1.34,3816.3796
1.407,3688.7581
1.474,3524.0618
1.541,3368.811
1.608,3280.3535
1.675,3250.6121
1.742,3263.1616
1.809,3247.0952
1.876,3226.3508
1.943,3234.0867
2.01,3246.856
2.077,3309.0176
2.144,3361.1338
2.211,3359.8508
2.278,3281.3772
2.345,3229.4502
2.412,3061.4399
2.479,2914.3867
2.546,2824.8958
2.613,2753.3779
2.68,2690.6199
2.747,2695.8201
